Machine;FileDate;SeqNr;LocID1;LocID2;LocID3;MsgID;Message;CheckIn;CheckOut;Speed;Gross;Net;MsgRank;MsgValueDE;Loc1ValueDE;Loc2ValueDE;Loc3ValueDE;DeltaNextMessage;Phase;Job
Machine_A;08.08.2023;32;720;0;0;8072;7.208.072;2023-08-08 00:31:45.546000+00:00;2023-08-08 00:31:45.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;33;720;0;0;8072;7.208.072;2023-08-08 00:32:44.546000+00:00;2023-08-08 00:32:44.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;34;720;0;0;8072;7.208.072;2023-08-08 00:33:43.546000+00:00;2023-08-08 00:33:43.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;35;720;0;0;8072;7.208.072;2023-08-08 00:34:42.546000+00:00;2023-08-08 00:34:42.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;36;720;0;0;8072;7.208.072;2023-08-08 00:35:41.546000+00:00;2023-08-08 00:35:41.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;37;720;0;0;8072;7.208.072;2023-08-08 00:36:40.546000+00:00;2023-08-08 00:36:40.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;38;720;0;0;8072;7.208.072;2023-08-08 00:37:39.546000+00:00;2023-08-08 00:37:39.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;39;720;0;0;8072;7.208.072;2023-08-08 00:38:38.546000+00:00;2023-08-08 00:38:38.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;40;720;0;0;8072;7.208.072;2023-08-08 00:39:37.546000+00:00;2023-08-08 00:39:37.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;41;720;0;0;8072;7.208.072;2023-08-08 00:40:36.546000+00:00;2023-08-08 00:40:36.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;42;720;0;0;8072;7.208.072;2023-08-08 00:41:35.546000+00:00;2023-08-08 00:41:35.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;43;720;0;0;8072;7.208.072;2023-08-08 00:42:34.546000+00:00;2023-08-08 00:42:34.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;44;720;0;0;8072;7.208.072;2023-08-08 00:43:33.546000+00:00;2023-08-08 00:43:33.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;45;720;0;0;8072;7.208.072;2023-08-08 00:44:32.546000+00:00;2023-08-08 00:44:32.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;46;720;0;0;8072;7.208.072;2023-08-08 00:45:31.546000+00:00;2023-08-08 00:45:31.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;47;720;0;0;8072;7.208.072;2023-08-08 00:46:30.546000+00:00;2023-08-08 00:46:30.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;48;720;0;0;8072;7.208.072;2023-08-08 00:47:29.546000+00:00;2023-08-08 00:47:29.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;49;720;0;0;8072;7.208.072;2023-08-08 00:48:28.546000+00:00;2023-08-08 00:48:28.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;50;720;0;0;8072;7.208.072;2023-08-08 00:49:27.546000+00:00;2023-08-08 00:49:27.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;51;720;0;0;8072;7.208.072;2023-08-08 00:50:26.546000+00:00;2023-08-08 00:50:26.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;52;720;0;0;8072;7.208.072;2023-08-08 00:51:25.546000+00:00;2023-08-08 00:51:25.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;53;720;0;0;8072;7.208.072;2023-08-08 00:52:24.546000+00:00;2023-08-08 00:52:24.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;54;720;0;0;8072;7.208.072;2023-08-08 00:53:23.546000+00:00;2023-08-08 00:53:23.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;55;720;0;0;8072;7.208.072;2023-08-08 00:54:22.546000+00:00;2023-08-08 00:54:22.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;56;720;0;0;8072;7.208.072;2023-08-08 00:55:21.546000+00:00;2023-08-08 00:55:21.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;57;720;0;0;8072;7.208.072;2023-08-08 00:56:20.546000+00:00;2023-08-08 00:56:20.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;58;720;0;0;8072;7.208.072;2023-08-08 00:57:19.546000+00:00;2023-08-08 00:57:19.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;59;720;0;0;8072;7.208.072;2023-08-08 00:58:18.546000+00:00;2023-08-08 00:58:18.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;60;720;0;0;8072;7.208.072;2023-08-08 00:59:17.546000+00:00;2023-08-08 00:59:17.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;61;720;0;0;8072;7.208.072;2023-08-08 01:00:16.546000+00:00;2023-08-08 01:00:16.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;62;720;0;0;8072;7.208.072;2023-08-08 01:01:15.546000+00:00;2023-08-08 01:01:15.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:55.172000;;1
Machine_A;08.08.2023;63;110;0;0;2743;1.102.743;2023-08-08 01:02:10.718000+00:00;2023-08-08 01:02:12.062000+00:00;0;143379890;143075553;106;Programmstart-Taster Leitstand betÃ¤tigt;Antrieb : ;;;0 days 00:00:00;;1
Machine_A;08.08.2023;64;304;0;0;1365;3.041.365;2023-08-08 01:02:10.718000+00:00;2023-08-08 01:02:10.781000+00:00;0;143379890;143075553;99;Vorlauf Ein/Auskuppeln;Programm : ;;;0 days 00:00:00.063000;;1
Machine_A;08.08.2023;65;304;0;0;1334;3.041.334;2023-08-08 01:02:10.781000+00:00;2023-08-08 01:02:41.421000+00:00;0;143379890;143075553;99;Teilprogramm lÃ¤uft;Programm : ;;;0 days 00:00:00.015000;;1
Machine_A;08.08.2023;66;304;0;0;1366;3.041.366;2023-08-08 01:02:10.796000+00:00;2023-08-08 01:02:41.343000+00:00;0;143379890;143075553;99;Ein/Auskuppeln aktiv;Programm : ;;;0 days 00:00:01.579000;;1
Machine_A;08.08.2023;67;110;0;0;2743;1.102.743;2023-08-08 01:02:12.375000+00:00;2023-08-08 01:02:13.718000+00:00;0;143379890;143075553;106;Programmstart-Taster Leitstand betÃ¤tigt;Antrieb : ;;;0 days 00:00:02.171000;;1
Machine_A;08.08.2023;68;720;0;0;8072;7.208.072;2023-08-08 01:02:14.546000+00:00;2023-08-08 01:02:14.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:02.922000;;1
Machine_A;08.08.2023;69;110;0;0;2743;1.102.743;2023-08-08 01:02:17.468000+00:00;2023-08-08 01:02:18.828000+00:00;0;143379890;143075553;106;Programmstart-Taster Leitstand betÃ¤tigt;Antrieb : ;;;0 days 00:00:23.953000;;1
Machine_A;08.08.2023;70;304;0;0;1326;3.041.326;2023-08-08 01:02:41.421000+00:00;2023-08-08 01:04:47.984000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:32.125000;;1
Machine_A;08.08.2023;71;720;0;0;8072;7.208.072;2023-08-08 01:03:13.546000+00:00;2023-08-08 01:03:13.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:25.641000;;1
Machine_A;08.08.2023;72;40;0;0;1570;401.570;2023-08-08 01:03:39.187000+00:00;2023-08-08 01:05:35.046000+00:00;0;143379890;143075553;4;Schutz Farbwerk vorn geÃ¶ffnet;Druckwerk 4 : ;;;0 days 00:00:00.188000;;1
Machine_A;08.08.2023;73;110;0;0;1029;1.101.029;2023-08-08 01:03:39.375000+00:00;2023-08-08 01:03:39.890000+00:00;0;143379890;143075553;104;Schnellhalt Maschine;Antrieb : ;;;0 days 00:00:33.171000;;1
Machine_A;08.08.2023;74;720;0;0;8072;7.208.072;2023-08-08 01:04:12.546000+00:00;2023-08-08 01:04:12.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:35.438000;;1
Machine_A;08.08.2023;75;304;0;0;1328;3.041.328;2023-08-08 01:04:47.984000+00:00;2023-08-08 01:04:59.750000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:11.766000;;1
Machine_A;08.08.2023;76;304;0;0;1326;3.041.326;2023-08-08 01:04:59.750000+00:00;2023-08-08 01:05:01.015000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:01.265000;;1
Machine_A;08.08.2023;77;304;0;0;1328;3.041.328;2023-08-08 01:05:01.015000+00:00;2023-08-08 01:05:16.078000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:10.531000;;1
Machine_A;08.08.2023;78;720;0;0;8072;7.208.072;2023-08-08 01:05:11.546000+00:00;2023-08-08 01:05:11.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:04.532000;;1
Machine_A;08.08.2023;79;304;0;0;1326;3.041.326;2023-08-08 01:05:16.078000+00:00;2023-08-08 01:05:16.218000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:00.140000;;1
Machine_A;08.08.2023;80;304;0;0;1328;3.041.328;2023-08-08 01:05:16.218000+00:00;2023-08-08 01:05:30.390000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:14.172000;;1
Machine_A;08.08.2023;81;304;0;0;1326;3.041.326;2023-08-08 01:05:30.390000+00:00;2023-08-08 01:05:54.875000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:04.828000;;1
Machine_A;08.08.2023;82;110;0;0;1029;1.101.029;2023-08-08 01:05:35.218000+00:00;2023-08-08 01:05:35.671000+00:00;0;143379890;143075553;104;Schnellhalt Maschine;Antrieb : ;;;0 days 00:00:11.657000;;1
Machine_A;08.08.2023;83;70;0;0;1570;701.570;2023-08-08 01:05:46.875000+00:00;2023-08-08 01:06:38.109000+00:00;0;143379890;143075553;4;Schutz Farbwerk vorn geÃ¶ffnet;Druckwerk 7 : ;;;0 days 00:00:00.140000;;1
Machine_A;08.08.2023;84;110;0;0;1029;1.101.029;2023-08-08 01:05:47.015000+00:00;2023-08-08 01:05:47.531000+00:00;0;143379890;143075553;104;Schnellhalt Maschine;Antrieb : ;;;0 days 00:00:07.860000;;1
Machine_A;08.08.2023;85;304;0;0;1328;3.041.328;2023-08-08 01:05:54.875000+00:00;2023-08-08 01:06:07.843000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:12.968000;;1
Machine_A;08.08.2023;86;304;0;0;1326;3.041.326;2023-08-08 01:06:07.843000+00:00;2023-08-08 01:06:08.640000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:00.797000;;1
Machine_A;08.08.2023;87;304;0;0;1328;3.041.328;2023-08-08 01:06:08.640000+00:00;2023-08-08 01:06:21.281000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:01.906000;;1
Machine_A;08.08.2023;88;720;0;0;8072;7.208.072;2023-08-08 01:06:10.546000+00:00;2023-08-08 01:06:10.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:10.735000;;1
Machine_A;08.08.2023;89;304;0;0;1326;3.041.326;2023-08-08 01:06:21.281000+00:00;2023-08-08 01:06:22.640000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:01.359000;;1
Machine_A;08.08.2023;90;304;0;0;1328;3.041.328;2023-08-08 01:06:22.640000+00:00;2023-08-08 01:06:35.140000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:12.500000;;1
Machine_A;08.08.2023;91;304;0;0;1326;3.041.326;2023-08-08 01:06:35.140000+00:00;2023-08-08 01:07:03.015000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:03.156000;;1
Machine_A;08.08.2023;92;110;0;0;1029;1.101.029;2023-08-08 01:06:38.296000+00:00;2023-08-08 01:06:38.812000+00:00;0;143379890;143075553;104;Schnellhalt Maschine;Antrieb : ;;;0 days 00:00:18.219000;;1
Machine_A;08.08.2023;93;40;0;0;1570;401.570;2023-08-08 01:06:56.515000+00:00;2023-08-08 01:48:38.468000+00:00;0;143379890;143075553;4;Schutz Farbwerk vorn geÃ¶ffnet;Druckwerk 4 : ;;;0 days 00:00:00.250000;;1
Machine_A;08.08.2023;94;110;0;0;1029;1.101.029;2023-08-08 01:06:56.765000+00:00;2023-08-08 01:06:57.281000+00:00;0;143379890;143075553;104;Schnellhalt Maschine;Antrieb : ;;;0 days 00:00:06.250000;;1
Machine_A;08.08.2023;95;304;0;0;1328;3.041.328;2023-08-08 01:07:03.015000+00:00;2023-08-08 01:07:15.125000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:06.531000;;1
Machine_A;08.08.2023;96;720;0;0;8072;7.208.072;2023-08-08 01:07:09.546000+00:00;2023-08-08 01:07:09.546000+00:00;100;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:05.579000;;1
Machine_A;08.08.2023;97;304;0;0;1326;3.041.326;2023-08-08 01:07:15.125000+00:00;2023-08-08 01:07:19.078000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:03.953000;;1
Machine_A;08.08.2023;98;304;0;0;1328;3.041.328;2023-08-08 01:07:19.078000+00:00;2023-08-08 01:07:31+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:11.922000;;1
Machine_A;08.08.2023;99;304;0;0;1326;3.041.326;2023-08-08 01:07:31+00:00;2023-08-08 01:07:32.578000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:01.578000;;1
Machine_A;08.08.2023;100;304;0;0;1328;3.041.328;2023-08-08 01:07:32.578000+00:00;2023-08-08 01:07:46.437000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:13.859000;;1
Machine_A;08.08.2023;101;304;0;0;1326;3.041.326;2023-08-08 01:07:46.437000+00:00;2023-08-08 01:07:48.734000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:02.297000;;1
Machine_A;08.08.2023;102;304;0;0;1328;3.041.328;2023-08-08 01:07:48.734000+00:00;2023-08-08 01:08:01.109000+00:00;0;143379890;143075553;99;kein Programmstart mÃ¶glich;Programm : ;;;0 days 00:00:12.375000;;1
Machine_A;08.08.2023;103;304;0;0;1326;3.041.326;2023-08-08 01:08:01.109000+00:00;2023-08-08 01:13:21.046000+00:00;0;143379890;143075553;99;kein Programm aktiv;Programm : ;;;0 days 00:00:07.437000;;1
Machine_A;08.08.2023;104;720;0;0;8072;7.208.072;2023-08-08 01:08:08.546000+00:00;2023-08-08 01:08:08.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
Machine_A;08.08.2023;105;720;0;0;8072;7.208.072;2023-08-08 01:09:07.546000+00:00;2023-08-08 01:09:07.546000+00:00;0;143379890;143075553;99;ZÃ¤hler und Maschinengeschwindigkeit;LogfileUpdate : ;;;0 days 00:00:59;;1
